funcid,dim,milestone,error
8,30,1,6.853436e+02
8,30,2,6.848834e+02
8,30,3,6.848834e+02
8,30,5,6.848834e+02
8,30,10,6.848834e+02
8,30,20,6.848834e+02
8,30,30,6.848834e+02
8,30,40,6.848834e+02
8,30,50,6.848834e+02
8,30,60,6.848834e+02
8,30,70,6.848834e+02
8,30,80,6.848834e+02
8,30,90,6.848834e+02
8,30,100,6.848834e+02
