funcid,dim,milestone,error
6,50,1,1.135179e+02
6,50,2,1.101761e+02
6,50,3,1.084954e+02
6,50,5,1.042154e+02
6,50,10,1.012561e+02
6,50,20,9.982703e+01
6,50,30,9.936953e+01
6,50,40,9.918275e+01
6,50,50,9.909682e+01
6,50,60,9.905118e+01
6,50,70,9.902311e+01
6,50,80,9.900564e+01
6,50,90,9.899398e+01
6,50,100,9.898579e+01
