funcid,dim,milestone,error
15,10,1,1.635639e+04
15,10,2,1.634827e+04
15,10,3,1.634154e+04
15,10,5,1.632542e+04
15,10,10,1.627908e+04
15,10,20,1.619124e+04
15,10,30,1.609051e+04
15,10,40,1.599346e+04
15,10,50,1.589576e+04
15,10,60,1.579052e+04
15,10,70,1.569540e+04
15,10,80,1.560247e+04
15,10,90,1.551403e+04
15,10,100,1.541985e+04
