funcid,dim,milestone,error
18,50,1,1.123534e+07
18,50,2,1.224709e+06
18,50,3,3.519677e+05
18,50,5,2.338484e+05
18,50,10,1.906038e+05
18,50,20,1.651006e+05
18,50,30,1.569046e+05
18,50,40,1.520637e+05
18,50,50,1.479038e+05
18,50,60,1.440731e+05
18,50,70,1.406666e+05
18,50,80,1.375206e+05
18,50,90,1.345845e+05
18,50,100,1.319018e+05
