funcid,dim,milestone,error
7,10,1,1.077974e+03
7,10,2,1.077967e+03
7,10,3,1.077967e+03
7,10,5,1.077967e+03
7,10,10,1.077967e+03
7,10,20,1.077967e+03
7,10,30,1.077967e+03
7,10,40,1.077967e+03
7,10,50,1.077967e+03
7,10,60,1.077967e+03
7,10,70,1.077967e+03
7,10,80,1.077967e+03
7,10,90,1.077967e+03
7,10,100,1.077967e+03
