funcid,dim,milestone,error
5,30,1,6.682901e+02
5,30,2,6.656667e+02
5,30,3,6.643014e+02
5,30,5,6.643014e+02
5,30,10,6.643014e+02
5,30,20,6.643014e+02
5,30,30,6.643014e+02
5,30,40,6.643014e+02
5,30,50,6.643014e+02
5,30,60,6.643014e+02
5,30,70,6.643014e+02
5,30,80,6.643014e+02
5,30,90,6.643014e+02
5,30,100,6.643014e+02
