funcid,dim,milestone,error
9,10,1,1.994658e+03
9,10,2,1.943180e+03
9,10,3,1.907418e+03
9,10,5,1.877475e+03
9,10,10,1.871048e+03
9,10,20,1.870074e+03
9,10,30,1.868841e+03
9,10,40,1.867873e+03
9,10,50,1.867451e+03
9,10,60,1.867291e+03
9,10,70,1.867232e+03
9,10,80,1.867212e+03
9,10,90,1.867205e+03
9,10,100,1.867202e+03
