funcid,dim,milestone,error
14,10,1,2.162111e+03
14,10,2,2.159968e+03
14,10,3,2.158651e+03
14,10,5,2.155707e+03
14,10,10,2.150345e+03
14,10,20,2.142959e+03
14,10,30,2.138743e+03
14,10,40,2.135958e+03
14,10,50,2.133227e+03
14,10,60,2.130446e+03
14,10,70,2.127289e+03
14,10,80,2.122456e+03
14,10,90,2.112566e+03
14,10,100,2.092667e+03
