funcid,dim,milestone,error
4,30,1,2.777531e+02
4,30,2,1.646534e+02
4,30,3,1.414306e+02
4,30,5,1.372019e+02
4,30,10,1.356921e+02
4,30,20,1.356921e+02
4,30,30,1.356921e+02
4,30,40,1.356921e+02
4,30,50,1.356921e+02
4,30,60,1.356921e+02
4,30,70,1.356921e+02
4,30,80,1.356921e+02
4,30,90,1.356921e+02
4,30,100,1.356921e+02
