funcid,dim,milestone,error
23,30,1,2.764659e+03
23,30,2,2.764659e+03
23,30,3,2.764659e+03
23,30,5,2.764659e+03
23,30,10,2.764659e+03
23,30,20,2.764659e+03
23,30,30,2.764659e+03
23,30,40,2.764659e+03
23,30,50,2.764659e+03
23,30,60,2.764659e+03
23,30,70,2.764659e+03
23,30,80,2.764659e+03
23,30,90,2.764659e+03
23,30,100,2.764659e+03
