funcid,dim,milestone,error
25,10,1,4.799224e+02
25,10,2,4.749391e+02
25,10,3,4.749391e+02
25,10,5,4.749391e+02
25,10,10,4.749391e+02
25,10,20,4.749391e+02
25,10,30,4.749391e+02
25,10,40,4.749391e+02
25,10,50,4.749391e+02
25,10,60,4.749391e+02
25,10,70,4.749391e+02
25,10,80,4.749391e+02
25,10,90,4.749391e+02
25,10,100,4.749391e+02
