funcid,dim,milestone,error
24,30,1,1.711145e+03
24,30,2,1.709553e+03
24,30,3,1.709553e+03
24,30,5,1.709553e+03
24,30,10,1.709553e+03
24,30,20,1.709553e+03
24,30,30,1.709553e+03
24,30,40,1.709553e+03
24,30,50,1.709553e+03
24,30,60,1.709553e+03
24,30,70,1.709553e+03
24,30,80,1.709553e+03
24,30,90,1.709553e+03
24,30,100,1.709553e+03
