funcid,dim,milestone,error
9,50,1,3.734756e+04
9,50,2,3.445581e+04
9,50,3,3.400098e+04
9,50,5,3.386830e+04
9,50,10,3.381719e+04
9,50,20,3.377633e+04
9,50,30,3.376184e+04
9,50,40,3.375565e+04
9,50,50,3.375299e+04
9,50,60,3.375191e+04
9,50,70,3.375143e+04
9,50,80,3.375122e+04
9,50,90,3.375111e+04
9,50,100,3.375106e+04
