funcid,dim,milestone,error
27,50,1,6.903641e+03
27,50,2,6.744707e+03
27,50,3,6.652516e+03
27,50,5,6.549283e+03
27,50,10,6.418027e+03
27,50,20,6.288815e+03
27,50,30,6.231158e+03
27,50,40,6.189543e+03
27,50,50,6.157341e+03
27,50,60,6.131347e+03
27,50,70,6.109210e+03
27,50,80,6.090163e+03
27,50,90,6.073624e+03
27,50,100,6.059246e+03
