funcid,dim,milestone,error
13,50,1,8.641142e+10
13,50,2,8.422119e+10
13,50,3,8.292383e+10
13,50,5,8.136046e+10
13,50,10,7.924841e+10
13,50,20,7.718697e+10
13,50,30,7.598849e+10
13,50,40,7.514117e+10
13,50,50,7.449018e+10
13,50,60,7.396574e+10
13,50,70,7.352147e+10
13,50,80,7.313618e+10
13,50,90,7.279638e+10
13,50,100,7.249681e+10
