funcid,dim,milestone,error
22,10,1,7.593389e+02
22,10,2,7.202595e+02
22,10,3,7.187030e+02
22,10,5,7.183791e+02
22,10,10,7.182569e+02
22,10,20,7.182498e+02
22,10,30,7.182483e+02
22,10,40,7.182480e+02
22,10,50,7.182478e+02
22,10,60,7.182477e+02
22,10,70,7.182477e+02
22,10,80,7.182477e+02
22,10,90,7.182476e+02
22,10,100,7.182476e+02
