funcid,dim,milestone,error
12,50,1,9.920982e+10
12,50,2,9.653599e+10
12,50,3,9.505740e+10
12,50,5,9.323374e+10
12,50,10,9.076623e+10
12,50,20,8.830952e+10
12,50,30,8.689935e+10
12,50,40,8.591161e+10
12,50,50,8.514661e+10
12,50,60,8.452770e+10
12,50,70,8.399554e+10
12,50,80,8.354077e+10
12,50,90,8.313964e+10
12,50,100,8.278388e+10
