funcid,dim,milestone,error
3,10,1,7.169142e+04
3,10,2,6.954473e+04
3,10,3,6.835282e+04
3,10,5,6.682995e+04
3,10,10,6.476301e+04
3,10,20,6.273373e+04
3,10,30,6.158480e+04
3,10,40,6.077639e+04
3,10,50,6.015550e+04
3,10,60,5.964354e+04
3,10,70,5.921606e+04
3,10,80,5.884233e+04
3,10,90,5.851560e+04
3,10,100,5.822672e+04
