funcid,dim,milestone,error
17,50,1,8.078199e+03
17,50,2,7.071912e+03
17,50,3,6.584360e+03
17,50,5,6.160651e+03
17,50,10,5.850829e+03
17,50,20,5.730373e+03
17,50,30,5.705874e+03
17,50,40,5.697673e+03
17,50,50,5.693616e+03
17,50,60,5.690490e+03
17,50,70,5.689089e+03
17,50,80,5.688106e+03
17,50,90,5.687084e+03
17,50,100,5.686819e+03
