funcid,dim,milestone,error
15,10,1,4.102660e+04
15,10,2,4.033870e+04
15,10,3,3.998421e+04
15,10,5,3.931046e+04
15,10,10,3.821996e+04
15,10,20,3.711781e+04
15,10,30,3.638688e+04
15,10,40,3.588591e+04
15,10,50,3.545719e+04
15,10,60,3.510369e+04
15,10,70,3.481966e+04
15,10,80,3.456075e+04
15,10,90,3.433158e+04
15,10,100,3.412731e+04
