funcid,dim,milestone,error
5,50,1,8.191950e+02
5,50,2,7.827932e+02
5,50,3,7.642081e+02
5,50,5,7.427854e+02
5,50,10,7.184940e+02
5,50,20,6.999188e+02
5,50,30,6.912743e+02
5,50,40,6.860571e+02
5,50,50,6.824328e+02
5,50,60,6.797117e+02
5,50,70,6.775105e+02
5,50,80,6.757115e+02
5,50,90,6.741930e+02
5,50,100,6.729099e+02
