funcid,dim,milestone,error
19,50,1,6.322517e+09
19,50,2,5.924355e+09
19,50,3,5.690872e+09
19,50,5,5.402040e+09
19,50,10,5.030902e+09
19,50,20,4.666963e+09
19,50,30,4.462547e+09
19,50,40,4.320038e+09
19,50,50,4.210747e+09
19,50,60,4.122399e+09
19,50,70,4.047832e+09
19,50,80,3.984158e+09
19,50,90,3.928259e+09
19,50,100,3.878899e+09
