funcid,dim,milestone,error
28,10,1,1.194344e+03
28,10,2,1.179397e+03
28,10,3,1.169886e+03
28,10,5,1.158692e+03
28,10,10,1.143576e+03
28,10,20,1.128676e+03
28,10,30,1.119922e+03
28,10,40,1.113798e+03
28,10,50,1.109081e+03
28,10,60,1.105279e+03
28,10,70,1.102060e+03
28,10,80,1.099259e+03
28,10,90,1.096847e+03
28,10,100,1.094667e+03
