funcid,dim,milestone,error
11,30,1,1.880721e+04
11,30,2,1.816957e+04
11,30,3,1.778801e+04
11,30,5,1.730759e+04
11,30,10,1.667406e+04
11,30,20,1.605826e+04
11,30,30,1.570649e+04
11,30,40,1.545786e+04
11,30,50,1.526819e+04
11,30,60,1.511122e+04
11,30,70,1.498212e+04
11,30,80,1.487069e+04
11,30,90,1.477228e+04
11,30,100,1.468465e+04
