funcid,dim,milestone,error
10,30,1,5.938928e+03
10,30,2,5.652373e+03
10,30,3,5.488745e+03
10,30,5,5.315152e+03
10,30,10,5.149228e+03
10,30,20,5.072445e+03
10,30,30,5.055762e+03
10,30,40,5.047724e+03
10,30,50,5.044155e+03
10,30,60,5.041988e+03
10,30,70,5.040493e+03
10,30,80,5.039478e+03
10,30,90,5.038700e+03
10,30,100,5.038081e+03
