funcid,dim,milestone,error
18,50,1,2.033595e+08
18,50,2,1.752812e+08
18,50,3,1.623642e+08
18,50,5,1.477420e+08
18,50,10,1.300515e+08
18,50,20,1.142736e+08
18,50,30,1.057437e+08
18,50,40,1.000303e+08
18,50,50,9.583491e+07
18,50,60,9.244923e+07
18,50,70,8.968979e+07
18,50,80,8.736154e+07
18,50,90,8.533314e+07
18,50,100,8.356479e+07
