funcid,dim,milestone,error
6,10,1,6.372772e+01
6,10,2,6.365489e+01
6,10,3,6.355717e+01
6,10,5,6.344819e+01
6,10,10,6.326754e+01
6,10,20,6.306260e+01
6,10,30,6.294974e+01
6,10,40,6.286855e+01
6,10,50,6.280790e+01
6,10,60,6.275992e+01
6,10,70,6.271927e+01
6,10,80,6.268461e+01
6,10,90,6.265493e+01
6,10,100,6.262852e+01
