funcid,dim,milestone,error
23,30,1,1.138990e+03
23,30,2,1.102182e+03
23,30,3,1.084139e+03
23,30,5,1.067699e+03
23,30,10,1.052565e+03
23,30,20,1.043741e+03
23,30,30,1.041024e+03
23,30,40,1.039287e+03
23,30,50,1.037775e+03
23,30,60,1.036357e+03
23,30,70,1.035024e+03
23,30,80,1.033792e+03
23,30,90,1.032642e+03
23,30,100,1.031533e+03
