funcid,dim,milestone,error
11,10,1,8.072709e+03
11,10,2,7.618782e+03
11,10,3,7.353325e+03
11,10,5,7.045787e+03
11,10,10,6.621572e+03
11,10,20,6.232270e+03
11,10,30,6.010716e+03
11,10,40,5.858991e+03
11,10,50,5.740965e+03
11,10,60,5.646302e+03
11,10,70,5.566674e+03
11,10,80,5.499582e+03
11,10,90,5.440793e+03
11,10,100,5.388687e+03
