funcid,dim,milestone,error
25,30,1,5.531883e+02
25,30,2,5.206762e+02
25,30,3,5.157867e+02
25,30,5,5.034446e+02
25,30,10,4.915273e+02
25,30,20,4.863459e+02
25,30,30,4.863459e+02
25,30,40,4.863459e+02
25,30,50,4.863459e+02
25,30,60,4.863459e+02
25,30,70,4.863459e+02
25,30,80,4.863459e+02
25,30,90,4.863459e+02
25,30,100,4.863459e+02
