funcid,dim,milestone,error
18,30,1,3.438710e+06
18,30,2,1.255694e+06
18,30,3,8.705212e+05
18,30,5,6.499476e+05
18,30,10,4.318030e+05
18,30,20,3.192344e+05
18,30,30,2.933363e+05
18,30,40,2.788131e+05
18,30,50,2.667202e+05
18,30,60,2.548205e+05
18,30,70,2.440600e+05
18,30,80,2.339017e+05
18,30,90,2.245464e+05
18,30,100,2.157748e+05
