funcid,dim,milestone,error
7,10,1,2.667505e+02
7,10,2,2.667498e+02
7,10,3,2.667498e+02
7,10,5,2.667498e+02
7,10,10,2.667498e+02
7,10,20,2.667498e+02
7,10,30,2.667498e+02
7,10,40,2.667498e+02
7,10,50,2.667498e+02
7,10,60,2.667498e+02
7,10,70,2.667498e+02
7,10,80,2.667498e+02
7,10,90,2.667498e+02
7,10,100,2.667498e+02
