funcid,dim,milestone,error
29,30,1,6.514197e+03
29,30,2,6.459744e+03
29,30,3,6.442610e+03
29,30,5,6.282159e+03
29,30,10,6.093292e+03
29,30,20,5.828578e+03
29,30,30,5.809264e+03
29,30,40,5.663401e+03
29,30,50,5.656620e+03
29,30,60,5.653724e+03
29,30,70,5.652314e+03
29,30,80,5.651041e+03
29,30,90,5.629884e+03
29,30,100,5.416269e+03
