funcid,dim,milestone,error
28,50,1,6.427110e+02
28,50,2,5.552709e+02
28,50,3,5.526179e+02
28,50,5,5.509948e+02
28,50,10,5.488612e+02
28,50,20,5.463669e+02
28,50,30,5.443546e+02
28,50,40,5.426792e+02
28,50,50,5.419473e+02
28,50,60,5.415153e+02
28,50,70,5.405751e+02
28,50,80,5.393638e+02
28,50,90,5.384288e+02
28,50,100,5.378535e+02
