funcid,dim,milestone,error
21,30,1,4.439514e+02
21,30,2,4.376155e+02
21,30,3,4.329970e+02
21,30,5,4.296291e+02
21,30,10,4.274109e+02
21,30,20,4.244444e+02
21,30,30,4.242331e+02
21,30,40,4.242240e+02
21,30,50,4.242174e+02
21,30,60,4.242120e+02
21,30,70,4.242076e+02
21,30,80,4.242037e+02
21,30,90,4.242002e+02
21,30,100,4.241971e+02
