funcid,dim,milestone,error
19,50,1,1.608711e+07
19,50,2,8.643559e+06
19,50,3,5.827281e+06
19,50,5,3.337532e+06
19,50,10,1.522863e+06
19,50,20,6.737483e+05
19,50,30,4.214692e+05
19,50,40,3.056200e+05
19,50,50,2.385776e+05
19,50,60,1.979752e+05
19,50,70,1.701544e+05
19,50,80,1.494445e+05
19,50,90,1.348607e+05
19,50,100,1.231369e+05
