funcid,dim,milestone,error
1,30,1,2.496721e+06
1,30,2,4.120545e+03
1,30,3,3.701032e+03
1,30,5,3.651325e+03
1,30,10,3.643709e+03
1,30,20,3.642967e+03
1,30,30,3.642219e+03
1,30,40,3.641704e+03
1,30,50,3.641641e+03
1,30,60,3.641608e+03
1,30,70,3.641561e+03
1,30,80,3.641561e+03
1,30,90,3.641531e+03
1,30,100,3.641313e+03
