funcid,dim,milestone,error
13,50,1,2.306986e+05
13,50,2,2.305072e+05
13,50,3,2.304786e+05
13,50,5,2.303080e+05
13,50,10,2.299465e+05
13,50,20,2.290122e+05
13,50,30,2.280753e+05
13,50,40,2.271721e+05
13,50,50,2.262542e+05
13,50,60,2.253671e+05
13,50,70,2.245218e+05
13,50,80,2.236611e+05
13,50,90,2.228236e+05
13,50,100,2.219946e+05
