funcid,dim,milestone,error
20,30,1,1.675880e+03
20,30,2,1.671038e+03
20,30,3,1.667293e+03
20,30,5,1.664634e+03
20,30,10,1.659714e+03
20,30,20,1.658448e+03
20,30,30,1.656759e+03
20,30,40,1.654880e+03
20,30,50,1.654798e+03
20,30,60,1.654412e+03
20,30,70,1.654363e+03
20,30,80,1.654304e+03
20,30,90,1.654130e+03
20,30,100,1.654071e+03
