funcid,dim,milestone,error
22,10,1,1.826316e+03
22,10,2,1.816609e+03
22,10,3,1.813451e+03
22,10,5,1.801108e+03
22,10,10,1.792099e+03
22,10,20,1.783436e+03
22,10,30,1.776578e+03
22,10,40,1.762284e+03
22,10,50,1.749547e+03
22,10,60,1.743558e+03
22,10,70,1.742800e+03
22,10,80,1.741527e+03
22,10,90,1.741112e+03
22,10,100,1.737440e+03
