funcid,dim,milestone,error
30,50,1,1.978379e+08
30,50,2,1.202057e+08
30,50,3,8.976638e+07
30,50,5,6.271989e+07
30,50,10,5.283612e+07
30,50,20,4.857446e+07
30,50,30,4.513647e+07
30,50,40,4.150705e+07
30,50,50,3.839370e+07
30,50,60,3.763569e+07
30,50,70,3.695767e+07
30,50,80,3.632688e+07
30,50,90,3.572752e+07
30,50,100,3.530276e+07
