funcid,dim,milestone,error
29,10,1,6.243190e+02
29,10,2,6.207849e+02
29,10,3,6.206728e+02
29,10,5,6.192008e+02
29,10,10,6.165127e+02
29,10,20,6.156362e+02
29,10,30,6.116833e+02
29,10,40,6.096264e+02
29,10,50,6.042757e+02
29,10,60,6.028342e+02
29,10,70,6.023209e+02
29,10,80,6.019286e+02
29,10,90,6.016438e+02
29,10,100,6.013208e+02
