funcid,dim,milestone,error
21,10,1,1.164844e+02
21,10,2,1.141604e+02
21,10,3,1.119885e+02
21,10,5,1.102620e+02
21,10,10,1.071051e+02
21,10,20,1.047735e+02
21,10,30,1.039686e+02
21,10,40,1.034688e+02
21,10,50,1.034189e+02
21,10,60,1.034178e+02
21,10,70,1.034144e+02
21,10,80,1.034105e+02
21,10,90,1.034091e+02
21,10,100,1.034085e+02
